"Type"	"Family"	"Timepoint"	"Covariate1"	"Covariate2"	"Binary_phenotype_dynamic"	"Factor_phenotype_dynamic"	"Quant_phenotype_dynamic"	"Binary_phenotype_static"	"Factor_phenotype_static"	"Quant_phenotype_static"
"Sample2176"	"Mother"	"FAM325"	"P28"	"Covar1.3"	0.666832429187009	"BinaryDynamic1"	"LevelDynamic1"	1.72726126301976	"BinaryStatic2"	"LevelStatic1"	0.517734452636515
"Sample2177"	"Mother"	"FAM326"	"P12"	"Covar1.2"	0.866259901092668	"BinaryDynamic2"	"LevelDynamic3"	1.19444741293173	"BinaryStatic1"	"LevelStatic1"	1.59729991752775
"Sample2178"	"Mother"	"FAM326"	"P28"	"Covar1.3"	-1.60531106798565	"BinaryDynamic1"	"LevelDynamic2"	-1.10086364464305	"BinaryStatic1"	"LevelStatic1"	1.59729991752775
"Sample2179"	"Mother"	"FAM326"	"B"	"Covar1.1"	-1.45089244482098	"BinaryDynamic1"	"LevelDynamic3"	-0.541608596765166	"BinaryStatic1"	"LevelStatic1"	1.59729991752775
"Sample2180"	"Mother"	"FAM327"	"B"	"Covar1.1"	-1.36198765968073	"BinaryDynamic1"	"LevelDynamic3"	1.70852503253744	"BinaryStatic1"	"LevelStatic2"	-0.204967180344794
"Sample2181"	"Mother"	"FAM328"	"P12"	"Covar1.1"	0.980977799635309	"BinaryDynamic1"	"LevelDynamic2"	0.168395844535372	"BinaryStatic1"	"LevelStatic1"	0.267179549092391
"Sample2182"	"Mother"	"FAM328"	"B"	"Covar1.3"	0.451055345086357	"BinaryDynamic2"	"LevelDynamic1"	0.269874877914108	"BinaryStatic1"	"LevelStatic1"	0.267179549092391
"Sample2183"	"Mother"	"FAM329"	"B"	"Covar1.3"	1.77304115187369	"BinaryDynamic1"	"LevelDynamic1"	-1.18491396065577	"BinaryStatic2"	"LevelStatic1"	0.989861155263634
"Sample2184"	"Mother"	"FAM329"	"P28"	"Covar1.3"	-1.19490670991217	"BinaryDynamic1"	"LevelDynamic2"	-1.01053552866892	"BinaryStatic2"	"LevelStatic1"	0.989861155263634
"Sample2185"	"Mother"	"FAM330"	"B"	"Covar1.2"	-1.03056869903282	"BinaryDynamic1"	"LevelDynamic1"	-0.736274524324109	"BinaryStatic1"	"LevelStatic2"	1.16038060959025
"Sample2186"	"Mother"	"FAM330"	"P28"	"Covar1.3"	0.629115050086816	"BinaryDynamic2"	"LevelDynamic2"	-0.993709912496814	"BinaryStatic1"	"LevelStatic2"	1.16038060959025
"Sample2187"	"Mother"	"FAM330"	"P12"	"Covar1.1"	-1.17132381616749	"BinaryDynamic2"	"LevelDynamic2"	-0.119349109422646	"BinaryStatic1"	"LevelStatic2"	1.16038060959025
"Sample2188"	"Mother"	"FAM331"	"P12"	"Covar1.3"	-0.188472218984635	"BinaryDynamic2"	"LevelDynamic3"	1.34307831420669	"BinaryStatic1"	"LevelStatic2"	0.788981046989827
"Sample2189"	"Mother"	"FAM331"	"B"	"Covar1.2"	-0.171984516507734	"BinaryDynamic2"	"LevelDynamic1"	0.0728127553737248	"BinaryStatic1"	"LevelStatic2"	0.788981046989827
"Sample2190"	"Mother"	"FAM332"	"P28"	"Covar1.1"	0.880986844876256	"BinaryDynamic2"	"LevelDynamic3"	0.897896666772806	"BinaryStatic2"	"LevelStatic3"	-0.0604981239667775
"Sample2191"	"Mother"	"FAM332"	"P12"	"Covar1.1"	-0.82972484123032	"BinaryDynamic1"	"LevelDynamic2"	1.44453123125263	"BinaryStatic2"	"LevelStatic3"	-0.0604981239667775
"Sample2192"	"Mother"	"FAM333"	"P28"	"Covar1.1"	0.219174489694968	"BinaryDynamic1"	"LevelDynamic3"	0.285180657807151	"BinaryStatic1"	"LevelStatic1"	-1.21724884625991
"Sample2193"	"Mother"	"FAM333"	"B"	"Covar1.2"	0.807781973328589	"BinaryDynamic2"	"LevelDynamic1"	-0.231339620458623	"BinaryStatic1"	"LevelStatic1"	-1.21724884625991
"Sample2194"	"Mother"	"FAM334"	"B"	"Covar1.2"	0.346796857842244	"BinaryDynamic1"	"LevelDynamic1"	-0.651086248691269	"BinaryStatic1"	"LevelStatic1"	0.632202693429977
"Sample2195"	"Mother"	"FAM335"	"B"	"Covar1.2"	1.46877349527476	"BinaryDynamic2"	"LevelDynamic3"	0.278042911282477	"BinaryStatic2"	"LevelStatic2"	-0.564233303960539
"Sample2196"	"Mother"	"FAM336"	"P12"	"Covar1.1"	0.0208715657988497	"BinaryDynamic1"	"LevelDynamic1"	0.280298672011585	"BinaryStatic2"	"LevelStatic2"	1.50966494628843
"Sample2197"	"Mother"	"FAM336"	"B"	"Covar1.2"	-0.286221551902489	"BinaryDynamic2"	"LevelDynamic3"	0.240341048889092	"BinaryStatic2"	"LevelStatic2"	1.50966494628843
"Sample2198"	"Mother"	"FAM337"	"B"	"Covar1.3"	0.192780428639001	"BinaryDynamic1"	"LevelDynamic1"	0.658095281295083	"BinaryStatic2"	"LevelStatic1"	2.636224110832
"Sample2199"	"Mother"	"FAM337"	"P12"	"Covar1.2"	-0.969788569395621	"BinaryDynamic1"	"LevelDynamic1"	2.17508566910943	"BinaryStatic2"	"LevelStatic1"	2.636224110832
"Sample2200"	"Mother"	"FAM338"	"B"	"Covar1.2"	0.448841822065273	"BinaryDynamic2"	"LevelDynamic2"	1.011831034626	"BinaryStatic2"	"LevelStatic3"	0.608802759618573
"Sample2201"	"Mother"	"FAM338"	"P12"	"Covar1.1"	1.62964619117148	"BinaryDynamic2"	"LevelDynamic2"	0.0550524470600934	"BinaryStatic2"	"LevelStatic3"	0.608802759618573
"Sample2202"	"Mother"	"FAM339"	"P12"	"Covar1.2"	1.55150469136979	"BinaryDynamic1"	"LevelDynamic3"	1.24849665143313	"BinaryStatic2"	"LevelStatic1"	0.267963003008218
"Sample2203"	"Mother"	"FAM339"	"P28"	"Covar1.1"	-1.09349687208206	"BinaryDynamic1"	"LevelDynamic3"	2.26547257985362	"BinaryStatic2"	"LevelStatic1"	0.267963003008218
"Sample2204"	"Mother"	"FAM339"	"B"	"Covar1.1"	-0.81611549573174	"BinaryDynamic1"	"LevelDynamic3"	-0.247349616868863	"BinaryStatic2"	"LevelStatic1"	0.267963003008218
"Sample2205"	"Mother"	"FAM340"	"P12"	"Covar1.1"	-0.366662750897947	"BinaryDynamic1"	"LevelDynamic3"	0.293705909993408	"BinaryStatic2"	"LevelStatic1"	0.423029853830316
"Sample2206"	"Mother"	"FAM340"	"B"	"Covar1.2"	0.125990775423916	"BinaryDynamic2"	"LevelDynamic1"	0.164824822501934	"BinaryStatic2"	"LevelStatic1"	0.423029853830316
"Sample2207"	"Mother"	"FAM340"	"P28"	"Covar1.2"	0.295750655430864	"BinaryDynamic2"	"LevelDynamic3"	-0.523983455939646	"BinaryStatic2"	"LevelStatic1"	0.423029853830316
"Sample2208"	"Mother"	"FAM341"	"P12"	"Covar1.3"	-1.76834334413133	"BinaryDynamic2"	"LevelDynamic1"	-0.253579268251679	"BinaryStatic1"	"LevelStatic2"	0.754897132454175
"Sample2209"	"Mother"	"FAM342"	"P28"	"Covar1.2"	-0.313542150627909	"BinaryDynamic2"	"LevelDynamic3"	0.282113359924126	"BinaryStatic1"	"LevelStatic3"	0.386827702928291
"Sample2210"	"Mother"	"FAM342"	"B"	"Covar1.3"	0.797717587186264	"BinaryDynamic2"	"LevelDynamic3"	0.128704284308896	"BinaryStatic1"	"LevelStatic3"	0.386827702928291
"Sample2211"	"Mother"	"FAM343"	"B"	"Covar1.2"	0.990645713486064	"BinaryDynamic1"	"LevelDynamic2"	-0.0552055287742951	"BinaryStatic2"	"LevelStatic2"	0.995566841882223
"Sample2212"	"Mother"	"FAM343"	"P12"	"Covar1.2"	1.63790205886792	"BinaryDynamic1"	"LevelDynamic2"	-1.8446269165651	"BinaryStatic2"	"LevelStatic2"	0.995566841882223
"Sample2213"	"Mother"	"FAM344"	"P12"	"Covar1.3"	0.44935661564934	"BinaryDynamic2"	"LevelDynamic1"	0.241921714389675	"BinaryStatic1"	"LevelStatic1"	0.0817000324264464
"Sample2214"	"Mother"	"FAM344"	"B"	"Covar1.3"	-0.785803772648599	"BinaryDynamic1"	"LevelDynamic1"	1.5554370829457	"BinaryStatic1"	"LevelStatic1"	0.0817000324264464
"Sample2215"	"Mother"	"FAM344"	"P28"	"Covar1.1"	0.102345874032139	"BinaryDynamic2"	"LevelDynamic1"	0.552897868554529	"BinaryStatic1"	"LevelStatic1"	0.0817000324264464
"Sample2216"	"Mother"	"FAM345"	"B"	"Covar1.2"	0.205321244713565	"BinaryDynamic1"	"LevelDynamic3"	-2.08706240592615	"BinaryStatic2"	"LevelStatic1"	0.562483981648655
"Sample2217"	"Mother"	"FAM346"	"B"	"Covar1.3"	0.546826473940286	"BinaryDynamic2"	"LevelDynamic3"	-0.272348063622449	"BinaryStatic1"	"LevelStatic2"	-0.770894049836817
"Sample2218"	"Mother"	"FAM346"	"P12"	"Covar1.3"	0.930832929050774	"BinaryDynamic1"	"LevelDynamic2"	-1.31974806560927	"BinaryStatic1"	"LevelStatic2"	-0.770894049836817
"Sample2219"	"Mother"	"FAM346"	"P28"	"Covar1.3"	0.627096526261081	"BinaryDynamic1"	"LevelDynamic1"	-0.292964539806062	"BinaryStatic1"	"LevelStatic2"	-0.770894049836817
"Sample2220"	"Mother"	"FAM347"	"P12"	"Covar1.1"	-1.82799723053873	"BinaryDynamic1"	"LevelDynamic3"	0.347979569967462	"BinaryStatic2"	"LevelStatic2"	1.15249396548854
"Sample2221"	"Mother"	"FAM347"	"B"	"Covar1.1"	1.02984155647842	"BinaryDynamic1"	"LevelDynamic1"	1.4303608594476	"BinaryStatic2"	"LevelStatic2"	1.15249396548854
"Sample2222"	"Mother"	"FAM348"	"B"	"Covar1.2"	1.23360623193539	"BinaryDynamic1"	"LevelDynamic2"	-1.53821221687984	"BinaryStatic2"	"LevelStatic2"	-0.748415811501169
"Sample2223"	"Mother"	"FAM348"	"P12"	"Covar1.3"	1.19849822762166	"BinaryDynamic2"	"LevelDynamic2"	-0.888144467476558	"BinaryStatic2"	"LevelStatic2"	-0.748415811501169
"Sample2224"	"Mother"	"FAM348"	"P28"	"Covar1.3"	-1.07825911111827	"BinaryDynamic1"	"LevelDynamic1"	1.59792650116623	"BinaryStatic2"	"LevelStatic2"	-0.748415811501169
"Sample2225"	"Mother"	"FAM349"	"B"	"Covar1.2"	-0.539395417591645	"BinaryDynamic1"	"LevelDynamic3"	1.32905860305423	"BinaryStatic1"	"LevelStatic3"	-0.0682709163227997
"Sample2226"	"Mother"	"FAM349"	"P12"	"Covar1.3"	0.0371305715889011	"BinaryDynamic1"	"LevelDynamic1"	-0.515079125646843	"BinaryStatic1"	"LevelStatic3"	-0.0682709163227997
"Sample2227"	"Mother"	"FAM350"	"B"	"Covar1.1"	-1.14303838676284	"BinaryDynamic2"	"LevelDynamic3"	0.351337988642664	"BinaryStatic1"	"LevelStatic1"	1.49119410948389
"Sample2228"	"Mother"	"FAM350"	"P28"	"Covar1.1"	-1.44239161689966	"BinaryDynamic2"	"LevelDynamic2"	0.7088567249816	"BinaryStatic1"	"LevelStatic1"	1.49119410948389
"Sample2229"	"Mother"	"FAM350"	"P12"	"Covar1.3"	1.56388311789997	"BinaryDynamic1"	"LevelDynamic3"	-0.573318173151176	"BinaryStatic1"	"LevelStatic1"	1.49119410948389
"Sample2230"	"Mother"	"FAM351"	"P12"	"Covar1.1"	-0.612412951723962	"BinaryDynamic2"	"LevelDynamic1"	0.163644197214945	"BinaryStatic1"	"LevelStatic1"	0.385535985206609
"Sample2231"	"Mother"	"FAM352"	"B"	"Covar1.2"	0.569850434292196	"BinaryDynamic2"	"LevelDynamic2"	0.517008305540564	"BinaryStatic1"	"LevelStatic2"	0.814861672028793
"Sample2232"	"Mother"	"FAM352"	"P12"	"Covar1.3"	0.669587978971408	"BinaryDynamic1"	"LevelDynamic3"	-0.762112206574907	"BinaryStatic1"	"LevelStatic2"	0.814861672028793
"Sample2233"	"Mother"	"FAM353"	"P12"	"Covar1.2"	-0.192415507829698	"BinaryDynamic1"	"LevelDynamic2"	0.677494676737624	"BinaryStatic1"	"LevelStatic3"	-0.434317738218475
"Sample2234"	"Mother"	"FAM353"	"B"	"Covar1.2"	-0.0260141054740308	"BinaryDynamic2"	"LevelDynamic3"	-1.03651119106621	"BinaryStatic1"	"LevelStatic3"	-0.434317738218475
"Sample2235"	"Mother"	"FAM354"	"P28"	"Covar1.1"	-2.37958239258801	"BinaryDynamic2"	"LevelDynamic2"	-1.16083505892968	"BinaryStatic1"	"LevelStatic3"	-0.492054339129206
"Sample2236"	"Mother"	"FAM354"	"P12"	"Covar1.2"	0.311823994553382	"BinaryDynamic1"	"LevelDynamic1"	0.556635052999529	"BinaryStatic1"	"LevelStatic3"	-0.492054339129206
"Sample2237"	"Mother"	"FAM354"	"B"	"Covar1.3"	1.2519707854381	"BinaryDynamic2"	"LevelDynamic1"	0.847301682593485	"BinaryStatic1"	"LevelStatic3"	-0.492054339129206
"Sample2238"	"Mother"	"FAM355"	"P28"	"Covar1.2"	-0.186971383433873	"BinaryDynamic1"	"LevelDynamic1"	-0.85608402987761	"BinaryStatic1"	"LevelStatic1"	-0.475763963038302
"Sample2239"	"Mother"	"FAM355"	"B"	"Covar1.3"	0.234051296725911	"BinaryDynamic1"	"LevelDynamic1"	1.39379470276042	"BinaryStatic1"	"LevelStatic1"	-0.475763963038302
"Sample2240"	"Mother"	"FAM356"	"P12"	"Covar1.3"	-0.928969943429705	"BinaryDynamic2"	"LevelDynamic2"	0.712924731924506	"BinaryStatic2"	"LevelStatic2"	0.122031641197362
"Sample2241"	"Mother"	"FAM357"	"P28"	"Covar1.1"	1.09728963404931	"BinaryDynamic1"	"LevelDynamic3"	0.642984845830006	"BinaryStatic2"	"LevelStatic1"	-0.239617473963847
"Sample2242"	"Mother"	"FAM357"	"B"	"Covar1.3"	0.623218745134877	"BinaryDynamic2"	"LevelDynamic2"	-0.372805920202765	"BinaryStatic2"	"LevelStatic1"	-0.239617473963847
"Sample2243"	"Mother"	"FAM357"	"P12"	"Covar1.2"	-0.90547593988289	"BinaryDynamic2"	"LevelDynamic2"	0.904899701656153	"BinaryStatic2"	"LevelStatic1"	-0.239617473963847
"Sample2244"	"Mother"	"FAM358"	"P28"	"Covar1.3"	0.156443151924632	"BinaryDynamic2"	"LevelDynamic3"	0.637170030662289	"BinaryStatic2"	"LevelStatic2"	0.592917275830511
"Sample2245"	"Mother"	"FAM358"	"P12"	"Covar1.2"	-0.463911654922486	"BinaryDynamic2"	"LevelDynamic2"	1.14303089778388	"BinaryStatic2"	"LevelStatic2"	0.592917275830511
"Sample2246"	"Mother"	"FAM358"	"B"	"Covar1.2"	1.07842848092332	"BinaryDynamic2"	"LevelDynamic1"	-1.58558700465077	"BinaryStatic2"	"LevelStatic2"	0.592917275830511
"Sample2247"	"Mother"	"FAM359"	"B"	"Covar1.2"	-0.876011930369434	"BinaryDynamic1"	"LevelDynamic3"	-0.325331042815809	"BinaryStatic1"	"LevelStatic2"	1.59662384322873
"Sample2248"	"Mother"	"FAM360"	"P28"	"Covar1.2"	-0.0325387367175678	"BinaryDynamic1"	"LevelDynamic1"	0.452578657220416	"BinaryStatic1"	"LevelStatic2"	0.124296864555042
"Sample2249"	"Mother"	"FAM361"	"P12"	"Covar1.1"	0.616001517431802	"BinaryDynamic2"	"LevelDynamic1"	2.05327605754855	"BinaryStatic2"	"LevelStatic1"	-0.138340955794492
"Sample2250"	"Mother"	"FAM362"	"B"	"Covar1.2"	0.658040689540364	"BinaryDynamic1"	"LevelDynamic2"	2.12399911017396	"BinaryStatic2"	"LevelStatic1"	1.01705811822121
"Sample2251"	"Mother"	"FAM362"	"P28"	"Covar1.1"	-0.640187553748873	"BinaryDynamic2"	"LevelDynamic3"	-0.13428423836968	"BinaryStatic2"	"LevelStatic1"	1.01705811822121
"Sample2252"	"Mother"	"FAM363"	"P12"	"Covar1.3"	1.56135370143772	"BinaryDynamic1"	"LevelDynamic3"	-1.22481422922828	"BinaryStatic2"	"LevelStatic2"	-0.643308892261912
"Sample2253"	"Mother"	"FAM363"	"P28"	"Covar1.2"	1.31142254786028	"BinaryDynamic2"	"LevelDynamic3"	-0.0928446039380718	"BinaryStatic2"	"LevelStatic2"	-0.643308892261912
"Sample2254"	"Mother"	"FAM363"	"B"	"Covar1.2"	1.74929284486683	"BinaryDynamic1"	"LevelDynamic2"	0.0735102255022925	"BinaryStatic2"	"LevelStatic2"	-0.643308892261912
"Sample2255"	"Mother"	"FAM364"	"B"	"Covar1.1"	-1.3868287003881	"BinaryDynamic2"	"LevelDynamic1"	-1.34416795369437	"BinaryStatic1"	"LevelStatic3"	0.480633798651196
"Sample2256"	"Mother"	"FAM365"	"P12"	"Covar1.1"	-0.221259086944711	"BinaryDynamic2"	"LevelDynamic2"	0.65610475914469	"BinaryStatic1"	"LevelStatic3"	-1.25315171513115
"Sample2257"	"Mother"	"FAM365"	"P28"	"Covar1.1"	-0.334630930158401	"BinaryDynamic2"	"LevelDynamic1"	-1.48852938623265	"BinaryStatic1"	"LevelStatic3"	-1.25315171513115
"Sample2258"	"Mother"	"FAM366"	"P28"	"Covar1.2"	-1.09268007531946	"BinaryDynamic1"	"LevelDynamic2"	-0.307350492092463	"BinaryStatic1"	"LevelStatic2"	0.267154182965737
"Sample2259"	"Mother"	"FAM366"	"B"	"Covar1.2"	-1.67900238393943	"BinaryDynamic2"	"LevelDynamic1"	1.60797515189115	"BinaryStatic1"	"LevelStatic2"	0.267154182965737
"Sample2260"	"Mother"	"FAM367"	"B"	"Covar1.3"	-0.246249437817806	"BinaryDynamic2"	"LevelDynamic2"	0.711014825815273	"BinaryStatic1"	"LevelStatic3"	-0.942707975669605
"Sample2261"	"Mother"	"FAM367"	"P28"	"Covar1.2"	-0.978678760653428	"BinaryDynamic1"	"LevelDynamic3"	-0.133936764193193	"BinaryStatic1"	"LevelStatic3"	-0.942707975669605
"Sample2262"	"Mother"	"FAM367"	"P12"	"Covar1.3"	-1.03822739100035	"BinaryDynamic2"	"LevelDynamic1"	0.089815523200996	"BinaryStatic1"	"LevelStatic3"	-0.942707975669605
"Sample2263"	"Mother"	"FAM368"	"P28"	"Covar1.2"	0.0542221642413697	"BinaryDynamic2"	"LevelDynamic1"	1.37660624984626	"BinaryStatic1"	"LevelStatic1"	-0.296445901045452
"Sample2264"	"Mother"	"FAM369"	"B"	"Covar1.1"	-0.901378446510585	"BinaryDynamic2"	"LevelDynamic2"	1.44764479083697	"BinaryStatic2"	"LevelStatic2"	0.266024966895812
"Sample2265"	"Mother"	"FAM369"	"P12"	"Covar1.2"	-1.5579175983719	"BinaryDynamic1"	"LevelDynamic2"	-0.0800705529319574	"BinaryStatic2"	"LevelStatic2"	0.266024966895812
"Sample2266"	"Mother"	"FAM369"	"P28"	"Covar1.3"	-0.063280225241117	"BinaryDynamic2"	"LevelDynamic3"	-0.15399484108093	"BinaryStatic2"	"LevelStatic2"	0.266024966895812
"Sample2267"	"Mother"	"FAM370"	"B"	"Covar1.3"	-0.414423378034025	"BinaryDynamic1"	"LevelDynamic2"	-0.381833618259401	"BinaryStatic1"	"LevelStatic3"	-0.389531327926059
"Sample2268"	"Mother"	"FAM370"	"P28"	"Covar1.3"	1.1819301914791	"BinaryDynamic2"	"LevelDynamic1"	-0.55680518881904	"BinaryStatic1"	"LevelStatic3"	-0.389531327926059
"Sample2269"	"Mother"	"FAM371"	"B"	"Covar1.1"	-0.803254887516257	"BinaryDynamic2"	"LevelDynamic1"	1.48001270111108	"BinaryStatic2"	"LevelStatic3"	-0.147415398562281
"Sample2270"	"Mother"	"FAM371"	"P28"	"Covar1.1"	-0.49755784460257	"BinaryDynamic2"	"LevelDynamic1"	0.871440086363866	"BinaryStatic2"	"LevelStatic3"	-0.147415398562281
"Sample2271"	"Mother"	"FAM372"	"P12"	"Covar1.3"	0.827652740041784	"BinaryDynamic1"	"LevelDynamic2"	-0.178695500571903	"BinaryStatic1"	"LevelStatic2"	-0.825004383830776
"Sample2272"	"Mother"	"FAM372"	"P28"	"Covar1.3"	-1.39293213651879	"BinaryDynamic1"	"LevelDynamic2"	0.302118712262834	"BinaryStatic1"	"LevelStatic2"	-0.825004383830776
"Sample2273"	"Mother"	"FAM373"	"P28"	"Covar1.1"	1.12118669283729	"BinaryDynamic2"	"LevelDynamic2"	0.498897593596761	"BinaryStatic2"	"LevelStatic1"	2.80646207074869
"Sample2274"	"Mother"	"FAM373"	"P12"	"Covar1.2"	0.552890011703708	"BinaryDynamic1"	"LevelDynamic2"	0.0384703037817385	"BinaryStatic2"	"LevelStatic1"	2.80646207074869
"Sample2275"	"Mother"	"FAM373"	"B"	"Covar1.1"	-0.12327264745193	"BinaryDynamic2"	"LevelDynamic2"	0.543197705645586	"BinaryStatic2"	"LevelStatic1"	2.80646207074869
"Sample2276"	"Mother"	"FAM374"	"B"	"Covar1.2"	1.11085766775529	"BinaryDynamic2"	"LevelDynamic1"	-0.443459532995603	"BinaryStatic2"	"LevelStatic2"	-0.248015857522997
"Sample2277"	"Mother"	"FAM374"	"P12"	"Covar1.2"	0.962573343227381	"BinaryDynamic2"	"LevelDynamic2"	-0.733294977699665	"BinaryStatic2"	"LevelStatic2"	-0.248015857522997
"Sample2278"	"Mother"	"FAM375"	"B"	"Covar1.2"	0.0836890591254908	"BinaryDynamic1"	"LevelDynamic2"	0.0345088768647181	"BinaryStatic1"	"LevelStatic1"	1.64838365711882
"Sample2279"	"Mother"	"FAM375"	"P28"	"Covar1.2"	0.474882901309906	"BinaryDynamic1"	"LevelDynamic1"	1.17760309266912	"BinaryStatic1"	"LevelStatic1"	1.64838365711882
"Sample2280"	"Mother"	"FAM375"	"P12"	"Covar1.1"	-0.182823393076043	"BinaryDynamic2"	"LevelDynamic3"	0.241097282189414	"BinaryStatic1"	"LevelStatic1"	1.64838365711882
"Sample2281"	"Mother"	"FAM376"	"P12"	"Covar1.2"	-1.12738391297528	"BinaryDynamic1"	"LevelDynamic1"	1.77455586533867	"BinaryStatic2"	"LevelStatic3"	-0.342856523485585
"Sample2282"	"Mother"	"FAM377"	"P12"	"Covar1.1"	-1.10124926885723	"BinaryDynamic2"	"LevelDynamic1"	0.444059189350577	"BinaryStatic1"	"LevelStatic3"	0.839932119381724
"Sample2283"	"Mother"	"FAM377"	"B"	"Covar1.1"	0.780990300662032	"BinaryDynamic1"	"LevelDynamic3"	-0.28981509079804	"BinaryStatic1"	"LevelStatic3"	0.839932119381724
"Sample2284"	"Mother"	"FAM378"	"P12"	"Covar1.3"	1.08847470386055	"BinaryDynamic1"	"LevelDynamic2"	0.721611684813442	"BinaryStatic2"	"LevelStatic3"	-0.284374987694817
"Sample2285"	"Mother"	"FAM379"	"P12"	"Covar1.1"	0.857472253980337	"BinaryDynamic2"	"LevelDynamic3"	0.352457696800545	"BinaryStatic1"	"LevelStatic3"	0.699505122408131
"Sample2286"	"Mother"	"FAM379"	"B"	"Covar1.3"	-1.09791366680054	"BinaryDynamic1"	"LevelDynamic2"	1.28237102593295	"BinaryStatic1"	"LevelStatic3"	0.699505122408131
"Sample2287"	"Mother"	"FAM380"	"B"	"Covar1.2"	-0.082386433096644	"BinaryDynamic2"	"LevelDynamic2"	-0.0109295444959243	"BinaryStatic2"	"LevelStatic3"	-0.444819527344329
"Sample2288"	"Mother"	"FAM381"	"P28"	"Covar1.2"	-0.474497861657228	"BinaryDynamic1"	"LevelDynamic1"	0.0482446300316854	"BinaryStatic2"	"LevelStatic2"	1.84753404451591
"Sample2289"	"Mother"	"FAM382"	"P28"	"Covar1.2"	0.26001968986474	"BinaryDynamic2"	"LevelDynamic3"	-0.396895942906167	"BinaryStatic2"	"LevelStatic1"	0.933779192928728
"Sample2290"	"Mother"	"FAM382"	"B"	"Covar1.1"	-1.05880892166324	"BinaryDynamic1"	"LevelDynamic3"	-0.070033492069947	"BinaryStatic2"	"LevelStatic1"	0.933779192928728
"Sample2291"	"Mother"	"FAM382"	"P12"	"Covar1.3"	0.955913576732039	"BinaryDynamic1"	"LevelDynamic1"	-1.27705274349468	"BinaryStatic2"	"LevelStatic1"	0.933779192928728
"Sample2292"	"Mother"	"FAM383"	"B"	"Covar1.3"	1.33300875388597	"BinaryDynamic2"	"LevelDynamic1"	-0.284662065399706	"BinaryStatic1"	"LevelStatic2"	-1.0252074673437
"Sample2293"	"Mother"	"FAM384"	"B"	"Covar1.2"	0.432084385876609	"BinaryDynamic1"	"LevelDynamic1"	-0.419954664045633	"BinaryStatic2"	"LevelStatic3"	0.88598489762642
"Sample2294"	"Mother"	"FAM384"	"P12"	"Covar1.3"	-1.07250302788919	"BinaryDynamic2"	"LevelDynamic1"	-0.610195807330103	"BinaryStatic2"	"LevelStatic3"	0.88598489762642
"Sample2295"	"Mother"	"FAM385"	"P12"	"Covar1.1"	0.754486275818032	"BinaryDynamic2"	"LevelDynamic3"	2.4002814333146	"BinaryStatic1"	"LevelStatic2"	0.860103202066922
"Sample2296"	"Mother"	"FAM385"	"P28"	"Covar1.3"	-0.416239029386925	"BinaryDynamic2"	"LevelDynamic3"	1.1971417293305	"BinaryStatic1"	"LevelStatic2"	0.860103202066922
"Sample2297"	"Mother"	"FAM385"	"B"	"Covar1.1"	1.38016855392697	"BinaryDynamic1"	"LevelDynamic2"	0.787218006193913	"BinaryStatic1"	"LevelStatic2"	0.860103202066922
"Sample2298"	"Mother"	"FAM386"	"P28"	"Covar1.3"	-0.157154556931145	"BinaryDynamic2"	"LevelDynamic2"	0.575737171953018	"BinaryStatic1"	"LevelStatic1"	0.686690036211788
"Sample2299"	"Mother"	"FAM386"	"P12"	"Covar1.1"	-1.64565153141385	"BinaryDynamic1"	"LevelDynamic3"	1.7144358658037	"BinaryStatic1"	"LevelStatic1"	0.686690036211788
"Sample2300"	"Mother"	"FAM387"	"B"	"Covar1.3"	0.420722320662992	"BinaryDynamic1"	"LevelDynamic1"	-0.931751935986319	"BinaryStatic1"	"LevelStatic2"	0.459941083015392
"Sample2301"	"Mother"	"FAM387"	"P12"	"Covar1.3"	0.496877817350666	"BinaryDynamic2"	"LevelDynamic3"	0.294010366375707	"BinaryStatic1"	"LevelStatic2"	0.459941083015392
"Sample2302"	"Mother"	"FAM388"	"P12"	"Covar1.3"	0.325244978673076	"BinaryDynamic1"	"LevelDynamic2"	1.3762106404651	"BinaryStatic2"	"LevelStatic2"	-0.286313425132681
"Sample2303"	"Mother"	"FAM388"	"P28"	"Covar1.1"	-1.18068348734513	"BinaryDynamic1"	"LevelDynamic2"	1.84157563381807	"BinaryStatic2"	"LevelStatic2"	-0.286313425132681
"Sample2304"	"Mother"	"FAM389"	"B"	"Covar1.2"	-2.64382713263179	"BinaryDynamic1"	"LevelDynamic1"	0.391924981720557	"BinaryStatic1"	"LevelStatic3"	1.00358370038166
"Sample2305"	"Mother"	"FAM389"	"P12"	"Covar1.2"	-0.800953439173586	"BinaryDynamic1"	"LevelDynamic2"	0.297561762475915	"BinaryStatic1"	"LevelStatic3"	1.00358370038166
"Sample2306"	"Mother"	"FAM390"	"B"	"Covar1.2"	-0.621503678570561	"BinaryDynamic2"	"LevelDynamic3"	0.269268597574308	"BinaryStatic2"	"LevelStatic2"	0.0673307919340607
"Sample2307"	"Mother"	"FAM390"	"P12"	"Covar1.3"	0.59665711877214	"BinaryDynamic2"	"LevelDynamic2"	0.167359064208042	"BinaryStatic2"	"LevelStatic2"	0.0673307919340607
"Sample2308"	"Mother"	"FAM390"	"P28"	"Covar1.2"	-0.742351202289641	"BinaryDynamic1"	"LevelDynamic1"	0.215259161015439	"BinaryStatic2"	"LevelStatic2"	0.0673307919340607
